 1,"20:30:00","2005-01-01",20
 1,"20:30:00","2005-01-02",20
 1,"19:30:00","2005-01-03",20
 1,"20:30:00","2005-01-04",20
 1,"19:30:00","2005-01-05",20
 1,"13:00:00","2005-01-06",20
 1,"19:30:00","2005-01-07",20
 1,"13:00:00","2005-01-08",20
 1,"19:30:00","2005-01-09",20
 1,"20:30:00","2005-01-10",20
 1,"20:00:00","2005-01-11",20
 4,"20:00:00","2005-01-12",20
 4,"20:00:00","2005-01-13",20
 4,"19:30:00","2005-01-14",20
 1,"20:00:00","2005-01-15",20
 4,"19:30:00","2005-01-16",20
 4,"13:00:00","2005-01-17",20
 4,"20:30:00","2005-01-18",20
 4,"13:00:00","2005-01-19",20
 4,"19:30:00","2005-01-20",20
 4,"13:00:00","2005-01-21",20
 4,"20:00:00","2005-01-22",20
 4,"19:30:00","2005-01-23",20
 4,"20:00:00","2005-01-24",20
 1,"20:30:00","2005-01-25",20
 4,"20:00:00","2005-01-26",20
 2,"19:30:00","2005-01-27",20
 2,"19:30:00","2005-01-28",20
 2,"20:00:00","2005-01-29",20
 1,"13:00:00","2005-01-30",20
 2,"20:30:00","2005-01-31",20
 2,"19:00:00","2005-02-01",20
 1,"19:00:00","2005-02-02",20
 4,"19:30:00","2005-02-03",20
 4,"13:00:00","2005-02-04",20
 1,"20:00:00","2005-02-05",20
 1,"20:00:00","2005-02-06",20
 2,"20:30:00","2005-02-07",20
 4,"20:00:00","2005-02-08",20
 1,"19:30:00","2005-02-09",20
 4,"20:00:00","2005-02-10",20
 4,"13:00:00","2005-02-11",20
 4,"19:30:00","2005-02-12",20
 2,"20:00:00","2005-02-13",20
 4,"13:00:00","2005-02-14",20
 1,"19:30:00","2005-02-15",20
 4,"20:00:00","2005-02-16",20
 4,"13:00:00","2005-02-17",20
 4,"13:00:00","2005-02-18",20
 4,"19:30:00","2005-02-19",20
 1,"20:30:00","2005-02-20",20
 2,"20:00:00","2005-02-21",20
 1,"13:00:00","2005-02-22",20
 1,"20:00:00","2005-02-23",20
 4,"20:30:00","2005-02-24",20
 2,"19:30:00","2005-02-25",20
 2,"13:00:00","2005-02-26",20
 2,"13:00:00","2005-02-27",20
 4,"13:00:00","2005-02-28",20
 4,"20:30:00","2005-03-01",20
 4,"20:30:00","2005-03-02",20
 2,"20:30:00","2005-03-03",20
 2,"19:30:00","2005-03-04",20
 2,"20:00:00","2005-03-05",20
 4,"20:00:00","2005-03-06",20
 4,"20:30:00","2005-03-07",20
 3,"20:30:00","2005-03-08",20
 4,"19:30:00","2005-03-09",20
 3,"19:30:00","2005-03-10",20
 2,"13:00:00","2005-03-11",20
 3,"13:00:00","2005-03-12",20
 3,"19:00:00","2005-03-13",20
 3,"13:00:00","2005-03-14",20
 3,"20:30:00","2005-03-15",20
 3,"13:00:00","2005-03-16",20
 4,"13:00:00","2005-03-17",20
 3,"20:00:00","2005-03-18",20
 2,"20:30:00","2005-03-19",20
 3,"19:00:00","2005-03-20",20
 4,"13:00:00","2005-03-21",20
 2,"19:00:00","2005-03-22",20
 2,"20:00:00","2005-03-23",20
 4,"20:00:00","2005-03-24",20
 4,"19:30:00","2005-03-25",20
 2,"13:00:00","2005-03-26",20
 2,"19:30:00","2005-03-27",20
 2,"13:00:00","2005-03-28",20
 2,"19:00:00","2005-03-29",20
 3,"20:30:00","2005-03-30",20
 3,"20:00:00","2005-03-31",20
 3,"13:00:00","2005-04-01",20
 2,"20:00:00","2005-04-02",20
 3,"20:30:00","2005-04-03",20
 4,"20:00:00","2005-04-04",20
 3,"19:30:00","2005-04-05",20
 3,"13:00:00","2005-04-06",20
 4,"13:00:00","2005-04-07",20
 4,"13:00:00","2005-04-08",20
 3,"20:30:00","2005-04-09",20
 3,"19:30:00","2005-04-10",20
 3,"19:30:00","2005-04-11",20
 4,"13:00:00","2005-04-12",20
 4,"13:00:00","2005-04-13",20
 4,"20:30:00","2005-04-14",20
 4,"13:00:00","2005-04-15",20
 4,"20:00:00","2005-04-16",20
 3,"20:00:00","2005-04-17",20
 4,"13:00:00","2005-04-18",20
 4,"19:00:00","2005-04-19",20
 4,"13:00:00","2005-04-20",20
 3,"13:00:00","2005-04-21",20
 4,"19:30:00","2005-04-22",20
 4,"19:30:00","2005-04-23",20
 4,"20:30:00","2005-04-24",20
 3,"13:00:00","2005-04-25",20
 3,"19:00:00","2005-04-26",20
 4,"20:30:00","2005-04-27",20
 4,"20:00:00","2005-04-28",20
 4,"19:30:00","2005-04-29",20
 3,"20:30:00","2005-04-30",20
 3,"13:00:00","2005-05-01",20
 4,"13:00:00","2005-05-02",20
 3,"20:00:00","2005-05-03",20
 3,"20:30:00","2005-05-04",20
 3,"19:30:00","2005-05-05",20
 3,"13:00:00","2005-05-06",20
 4,"13:00:00","2005-05-07",20
 3,"13:00:00","2005-05-08",20
 3,"19:30:00","2005-05-09",20
 4,"19:30:00","2005-05-10",20
 3,"19:30:00","2005-05-11",20
 3,"13:00:00","2005-05-12",20
 4,"20:00:00","2005-05-13",20
 3,"20:30:00","2005-05-14",20
 3,"19:30:00","2005-05-15",20
 4,"19:30:00","2005-05-16",20
 4,"20:00:00","2005-05-17",20
 4,"19:30:00","2005-05-18",20
 3,"20:30:00","2005-05-19",20
 3,"13:00:00","2005-05-20",20
 3,"19:30:00","2005-05-21",20
 4,"20:00:00","2005-05-22",20
 4,"13:00:00","2005-05-23",20
 4,"19:30:00","2005-05-24",20
 4,"13:00:00","2005-05-25",20
 3,"19:30:00","2005-05-26",20
 3,"13:00:00","2005-05-27",20
 3,"13:00:00","2005-05-28",20
 3,"20:00:00","2005-05-29",20
 4,"20:30:00","2005-05-30",20
 4,"19:30:00","2005-05-31",20
 3,"20:30:00","2005-06-01",20
 4,"20:00:00","2005-06-02",20
 3,"19:00:00","2005-06-03",20
 4,"20:00:00","2005-06-04",20
 4,"13:00:00","2005-06-05",20
 4,"19:30:00","2005-06-06",20
 4,"20:00:00","2005-06-07",20
 3,"20:30:00","2005-06-08",20
 3,"13:00:00","2005-06-09",20
 3,"13:00:00","2005-06-10",20
 3,"19:30:00","2005-06-11",20
 4,"20:00:00","2005-06-12",20
 4,"20:00:00","2005-06-13",20
 3,"20:00:00","2005-06-14",20
 4,"20:00:00","2005-06-15",20
 3,"20:00:00","2005-06-16",20
 3,"13:00:00","2005-06-17",20
 4,"19:00:00","2005-06-18",20
 3,"20:00:00","2005-06-19",20
 5,"20:30:00","2005-06-20",20
 5,"13:00:00","2005-06-21",20
 3,"20:00:00","2005-06-22",20
 5,"20:30:00","2005-06-23",20
 3,"13:00:00","2005-06-24",20
 3,"20:00:00","2005-06-25",20
 4,"20:30:00","2005-06-26",20
 5,"20:00:00","2005-06-27",20
 4,"19:30:00","2005-06-28",20
 4,"13:00:00","2005-06-29",20
 4,"19:00:00","2005-06-30",20
 5,"20:00:00","2005-07-01",20
 4,"13:00:00","2005-07-02",20
 4,"13:00:00","2005-07-03",20
 4,"19:30:00","2005-07-04",20
 5,"19:30:00","2005-07-05",20
 4,"19:30:00","2005-07-06",20
 5,"20:30:00","2005-07-07",20
 5,"13:00:00","2005-07-08",20
 4,"20:30:00","2005-07-09",20
 4,"20:30:00","2005-07-10",20
 5,"20:30:00","2005-07-11",20
 4,"19:30:00","2005-07-12",20
 5,"20:00:00","2005-07-13",20
 4,"20:00:00","2005-07-14",20
 4,"20:00:00","2005-07-15",20
 4,"20:00:00","2005-07-16",20
 4,"20:30:00","2005-07-17",20
 5,"20:00:00","2005-07-18",20
 5,"20:00:00","2005-07-19",20
 5,"20:00:00","2005-07-20",20
 4,"19:30:00","2005-07-21",20
 4,"20:00:00","2005-07-22",20
 5,"20:00:00","2005-07-23",20
 6,"13:00:00","2005-07-24",20
 5,"19:30:00","2005-07-25",20
 6,"19:30:00","2005-07-26",20
 5,"13:00:00","2005-07-27",20
 6,"19:30:00","2005-07-28",20
 6,"19:00:00","2005-07-29",20
 4,"20:30:00","2005-07-30",20
 5,"19:30:00","2005-07-31",20
 4,"20:30:00","2005-08-01",20
 5,"19:00:00","2005-08-02",20
 5,"19:00:00","2005-08-03",20
 5,"13:00:00","2005-08-04",20
 6,"13:00:00","2005-08-05",20
 6,"20:30:00","2005-08-06",20
 6,"19:30:00","2005-08-07",20
 6,"13:00:00","2005-08-08",20
 5,"20:00:00","2005-08-09",20
 8,"20:30:00","2005-08-10",20
 5,"13:00:00","2005-08-11",20
 8,"13:00:00","2005-08-12",20
 6,"19:30:00","2005-08-13",20
 8,"13:00:00","2005-08-14",20
 8,"20:00:00","2005-08-15",20
 6,"19:30:00","2005-08-16",20
 8,"13:00:00","2005-08-17",20
 8,"13:00:00","2005-08-18",20
 5,"20:00:00","2005-08-19",20
 5,"19:00:00","2005-08-20",20
 5,"20:30:00","2005-08-21",20
 6,"13:00:00","2005-08-22",20
 8,"20:30:00","2005-08-23",20
 5,"13:00:00","2005-08-24",20
 6,"19:30:00","2005-08-25",20
 5,"20:30:00","2005-08-26",20
 8,"20:00:00","2005-08-27",20
 6,"19:30:00","2005-08-28",20
 5,"19:30:00","2005-08-29",20
 6,"19:00:00","2005-08-30",20
 8,"20:30:00","2005-08-31",20
 8,"20:00:00","2005-09-01",20
 5,"20:00:00","2005-09-02",20
 6,"19:30:00","2005-09-03",20
 8,"19:00:00","2005-09-04",20
 6,"19:30:00","2005-09-05",20
 6,"19:30:00","2005-09-06",20
 8,"20:00:00","2005-09-07",20
 5,"13:00:00","2005-09-08",20
 8,"13:00:00","2005-09-09",20
 8,"19:30:00","2005-09-10",20
 8,"19:30:00","2005-09-11",20
 8,"20:00:00","2005-09-12",20
 6,"13:00:00","2005-09-13",20
 8,"13:00:00","2005-09-14",20
 8,"19:00:00","2005-09-15",20
 6,"13:00:00","2005-09-16",20
 7,"13:00:00","2005-09-17",20
 6,"20:30:00","2005-09-18",20
 7,"19:30:00","2005-09-19",20
 6,"13:00:00","2005-09-20",20
 7,"19:00:00","2005-09-21",20
 7,"20:30:00","2005-09-22",20
 5,"19:00:00","2005-09-23",20
 5,"19:00:00","2005-09-24",20
 5,"20:30:00","2005-09-25",20
 7,"19:30:00","2005-09-26",20
 7,"20:00:00","2005-09-27",20
 5,"19:00:00","2005-09-28",20
 5,"19:00:00","2005-09-29",20
 8,"19:30:00","2005-09-30",20
 7,"19:00:00","2005-10-01",20
 7,"20:00:00","2005-10-02",20
 5,"20:00:00","2005-10-03",20
 7,"13:00:00","2005-10-04",20
 8,"19:30:00","2005-10-05",20
 5,"13:00:00","2005-10-06",20
 7,"20:00:00","2005-10-07",20
 7,"13:00:00","2005-10-08",20
 7,"20:00:00","2005-10-09",20
 8,"19:30:00","2005-10-10",20
 5,"19:30:00","2005-10-11",20
 8,"20:30:00","2005-10-12",20
 5,"20:30:00","2005-10-13",20
 8,"20:30:00","2005-10-14",20
 7,"13:00:00","2005-10-15",20
 8,"19:30:00","2005-10-16",20
 5,"20:30:00","2005-10-17",20
 5,"20:00:00","2005-10-18",20
 7,"20:30:00","2005-10-19",20
 8,"19:00:00","2005-10-20",20
 5,"13:00:00","2005-10-21",20
 7,"13:00:00","2005-10-22",20
 5,"19:30:00","2005-10-23",20
 8,"13:00:00","2005-10-24",20
 8,"20:00:00","2005-10-25",20
 8,"13:00:00","2005-10-26",20
